"name","magnet_link","Size","File","Age","Seed","Leech","Type"
"The Occupation of the American Mind: Israel’s Public Relations War in the United States (2016) 1080p Documentary","magnet:?xt=urn:btih:60b0e4c10260232e5728594ba5771ecafb98e2a5&dn=The Occupation of the American Mind: Israel’s Public Relations War in the United States (2016) 1080p Documentary&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.15 GB","1","8 days ago","41","23","Movie"
"Bad Cat The Movie 2018 Movies HDRip x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:e715e620da86ec7615d85d6779eaf5db486d7e37&dn=Bad Cat The Movie 2018 Movies HDRip x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","705.59 MB","2","8 days ago","1","1","Movie"
"Christine 1983 2160p BluRay REMUX HEVC DTS HD MA TrueHD 7 1 Atmos FGT","magnet:?xt=urn:btih:4c82d5f17b832efe04f29e91b96cd1773d980937&dn=Christine 1983 2160p BluRay REMUX HEVC DTS HD MA TrueHD 7 1 Atmos FGT&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","52.95 GB","2","8 days ago","24","175","Movie"
"Robin Hood 2010 DC 2160p BluRay HEVC DTS X 7 1 WhiteRhino","magnet:?xt=urn:btih:1adb775aa781a7311abddf3113189467dcf07810&dn=Robin Hood 2010 DC 2160p BluRay HEVC DTS X 7 1 WhiteRhino&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","85.21 GB","1017","8 days ago","44","33","Movie"
"Robin Hood 2010 DC 2160p BluRay REMUX HEVC DTS X 7 1 FGT","magnet:?xt=urn:btih:a6b784827f1b921d89aac78d5b31bea2039de421&dn=Robin Hood 2010 DC 2160p BluRay REMUX HEVC DTS X 7 1 FGT&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","64.16 GB","2","8 days ago","1","5","Movie"
"Christine 1983 2160p BluRay HEVC TrueHD 7 1 Atmos WhiteRhino","magnet:?xt=urn:btih:cf8e79d9d96498813c99a3a820ca5ff7873af664&dn=Christine 1983 2160p BluRay HEVC TrueHD 7 1 Atmos WhiteRhino&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","55.26 GB","953","8 days ago","1","8","Movie"
"Slice 2018 HDRip AC3 X264-CMRG[TGx]","magnet:?xt=urn:btih:d6eea2cca71f3d86f2d6df43625f29b109fe6045&dn=Slice 2018 HDRip AC3 X264-CMRG[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.32 GB","3","8 days ago","61","25","Movie"
"Cody the Robosapien 2013 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:6c4b7c4239706cff4c985fe474c599b4d1068d3c&dn=Cody the Robosapien 2013 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.63 GB","3","8 days ago","2","1","Movie"
"Slice Act 2018 720p WEB-DL DD5 1 H264-CMRG[TGx]","magnet:?xt=urn:btih:817117c0e9a2d5544564c691a276a9674aba7294&dn=Slice Act 2018 720p WEB-DL DD5 1 H264-CMRG[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.58 GB","3","8 days ago","1","1","Movie"
"The Bad Seed 2018 Movies HDRip x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:de504bc383cd7f38a2073a05cc2aeda231d1ae98&dn=The Bad Seed 2018 Movies HDRip x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","705.45 MB","2","8 days ago","14","9","Movie"
"Slice 2018 1080p WEB-DL DD5 1 H264-CMRG[TGx]","magnet:?xt=urn:btih:6e44782841240110de636b3f0734fbd6dd8251a5&dn=Slice 2018 1080p WEB-DL DD5 1 H264-CMRG[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.88 GB","3","8 days ago","9","10","Movie"
"The Children Act 2018 1080p WEB-DL DD5 1 H264-CMRG2[TGx]","magnet:?xt=urn:btih:ee65d7a6e8479308df7999b6ed6277e095ad7e62&dn=The Children Act 2018 1080p WEB-DL DD5 1 H264-CMRG2[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","4.13 GB","3","8 days ago","1","12","Movie"
"5 Dollars A Day 2008 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:b6ddc72d2559c8176092086f99e277d24d343e68&dn=5 Dollars A Day 2008 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.18 GB","3","8 days ago","1","4","Movie"
"The Children Act 2018 720p WEB-DL DD5 1 H264-CMRG[TGx]","magnet:?xt=urn:btih:cf6ac2629db67bb90cb4fe1ac1c06b8cbfe60427&dn=The Children Act 2018 720p WEB-DL DD5 1 H264-CMRG[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.27 GB","3","8 days ago","1","0","Movie"
"Jug Face 2013 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:6b9b7e9d0f358f17ce155c96f03df00276ea1f85&dn=Jug Face 2013 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1,004.96 MB","2","8 days ago","1","17","Movie"
"Cody the Robosapien 2013 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:da0fed0e015a24a3073cbbde67285ebe8c860fa7&dn=Cody the Robosapien 2013 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.04 GB","3","8 days ago","1","17","Movie"
"Nanny Surveillance 2018 HDTV x264 W4F","magnet:?xt=urn:btih:679ce077bb1a0ac76050a2f60e622f745266c7a2&dn=Nanny Surveillance 2018 HDTV x264 W4F&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","451.59 MB","3","8 days ago","12","7","Movie"
"The Children Act 2018 HDRip AC3 X264-CMRG[TGx]","magnet:?xt=urn:btih:b5d4bcbc0677917caf6a3bf7fa4868e1fd80b9f3&dn=The Children Act 2018 HDRip AC3 X264-CMRG[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.33 GB","3","8 days ago","0","0","Movie"
"Mandy The Haunted Doll 2018 Movies DVDRip x264 5 1 with Sample ☻rDX☻","magnet:?xt=urn:btih:44b5ececaed6ef77e49c2d3bb66b1a1f5eca364e&dn=Mandy The Haunted Doll 2018 Movies DVDRip x264 5 1 with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","847.52 MB","2","8 days ago","0","0","Movie"
"Alright Now 2018 720p WEB-DL x264 AAC-eSc[TGx]","magnet:?xt=urn:btih:c191fa08bb5e17d7002b7e1021a8033336bb7365&dn=Alright Now 2018 720p WEB-DL x264 AAC-eSc[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","838.86 MB","3","8 days ago","0","0","Movie"
"Mandy The Haunted Doll 2018 Movies DVDRip x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:94a171fea82879a4d5858c3ca1356f55b6f4dbd2&dn=Mandy The Haunted Doll 2018 Movies DVDRip x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","705.17 MB","2","8 days ago","13","16","Movie"
"Alright Now 2018 1080p WEB-DL x264 AC3-eSc[TGx]","magnet:?xt=urn:btih:c725da901a134da92b5c581640e5d5926713e10b&dn=Alright Now 2018 1080p WEB-DL x264 AC3-eSc[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.72 GB","3","8 days ago","9","20","Movie"
"Manny 2014 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:bf64492265a979b0b87b9075796f9d3dc1b4a95d&dn=Manny 2014 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.06 GB","4","8 days ago","15","14","Movie"
"Peppermint 2018 Movies HD TS x264 Clean Audio AAC New Source with Sample ☻rDX☻","magnet:?xt=urn:btih:92a3758cbe08863525e9094988c0fbc0d1268e6f&dn=Peppermint 2018 Movies HD TS x264 Clean Audio AAC New Source with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","705.36 MB","2","8 days ago","54","15","Movie"
"Nanny Surveillance 2018 720p HDTV x264 W4F","magnet:?xt=urn:btih:6a61ebe6db0a6ccd34208b8058c827f480ca58a5&dn=Nanny Surveillance 2018 720p HDTV x264 W4F&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.60 GB","3","8 days ago","15","9","Movie"
"The Man who Invented Christmas(2017)1080p Blu-Ray Rip[DaScubaDude]","magnet:?xt=urn:btih:021d2d277a6127e7dfeba4235f12eb0b5af68e86&dn=The Man who Invented Christmas(2017)1080p Blu-Ray Rip[DaScubaDude]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","851.06 MB","6","8 days ago","1","3","Movie"
"Bee Team 2018 Movies DVDRip x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:2411a60031369a43a2d28d5fe8fb67fcdd0440a1&dn=Bee Team 2018 Movies DVDRip x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","705.32 MB","2","8 days ago","23","27","Movie"
"Killer Single Dad 2018 HDTV x264 W4F","magnet:?xt=urn:btih:42878400d28e50e1ae92f0e526812da0e86b1966&dn=Killer Single Dad 2018 HDTV x264 W4F&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","550.00 MB","3","8 days ago","2","3","Movie"
"Killer Single Dad 2018 720p HDTV x264 W4F","magnet:?xt=urn:btih:6b39903097b1bed361536d17237020b5fddd3f2a&dn=Killer Single Dad 2018 720p HDTV x264 W4F&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.94 GB","3","8 days ago","14","9","Movie"
"Rango 2011 720p BluRay AC3 X264-MRSK","magnet:?xt=urn:btih:7572eacb477b74ab7c4dc9639562f71468bfe468&dn=Rango 2011 720p BluRay AC3 X264-MRSK&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.32 GB","1","8 days ago","8","2","Movie"
"I Am Ali 2014 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:588d63a65f014faf6743f9c241a4f3b4fbbad330&dn=I Am Ali 2014 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.36 GB","4","8 days ago","1","0","Movie"
"Daughter of Dracula 1936 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:612afc96b526a109d4672f9530379b434e68e025&dn=Daughter of Dracula 1936 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.38 GB","4","8 days ago","44","59","Movie"
"Son of Dracula 1943 BRRip XviD MP3 XVID","magnet:?xt=urn:btih:f3f3b90b94cb3ddae114996555d32ad1d263cbca&dn=Son of Dracula 1943 BRRip XviD MP3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","733.48 MB","4","8 days ago","2","12","Movie"
"Son of Dracula 1943 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:4316b7d6b3b66079ed40f9a96cd9797de9daaa46&dn=Son of Dracula 1943 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.55 GB","4","8 days ago","16","28","Movie"
"Son of Dracula 1943 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:e6dbd2c96d8eb8ac804b3b3a00df72a25771e80f&dn=Son of Dracula 1943 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1,005.93 MB","4","8 days ago","16","14","Movie"
"Daughter of Dracula 1936 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:f141506fe94d42ea6dc97d91d199f42a5a35b9c1&dn=Daughter of Dracula 1936 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","892.42 MB","4","8 days ago","13","10","Movie"
"Daughter of Dracula 1936 BRRip XviD MP3 XVID","magnet:?xt=urn:btih:b4915259db083c3c2f6bf8beb6e4a9f1f169e18f&dn=Daughter of Dracula 1936 BRRip XviD MP3 XVID&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","592.10 MB","4","8 days ago","2","13","Movie"
"Starry Eyes 2014 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:1bf2c21da7e2678eec3711f07a5596c8988b012c&dn=Starry Eyes 2014 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.16 GB","2","8 days ago","3","23","Movie"
"The Krays Dead Man Walking 2018 UNCENSORED Movies 1080p HDRip x265 5 1 with Sample ☻rDX☻","magnet:?xt=urn:btih:02db81e71f3d30aeaf8faf9502039d31b8bb0214&dn=The Krays Dead Man Walking 2018 UNCENSORED Movies 1080p HDRip x265 5 1 with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","705.73 MB","2","8 days ago","30","21","Movie"
"The Motel Life 2012 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:cad019102e30f0d9129b22147bbf022a6d8f992e&dn=The Motel Life 2012 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.03 GB","3","8 days ago","11","3","Movie"
"Alien Siege 2018 Movies 720p BluRay x264 5 1 with Sample ☻rDX☻","magnet:?xt=urn:btih:edc20400fe5be2decf98511f48d862fc4eff83d5&dn=Alien Siege 2018 Movies 720p BluRay x264 5 1 with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1,001.29 MB","2","8 days ago","1","23","Movie"
"Alien Siege 2018 Movies 720p BluRay x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:8961a4df44c176cb6d0e65974ac01270eca45282&dn=Alien Siege 2018 Movies 720p BluRay x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","804.14 MB","2","8 days ago","6","3","Movie"
"100 Bloody Acres 2012 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:c369acc806116ea2a9a05d19b068172d82e73dbf&dn=100 Bloody Acres 2012 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.10 GB","2","8 days ago","14","10","Movie"
"Kill the Irishman 2011 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:0648e1130b483678e99dd45118aec78e4b85acd9&dn=Kill the Irishman 2011 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.29 GB","3","8 days ago","32","9","Movie"
"Solo A Star Wars Story 2018 1080p BluRay AC3 x264 3010 [MOVCR]","https://www.get-express-vpn.com/torrent-vpn?offer=3monthsfree&a_fid=katcr","5.63 GB","2","8 days ago","34","16","Movie"
"G I Jane 1997 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:cb3d8b735df8ed4b38e4badf71a1332e78c4b2ab&dn=G I Jane 1997 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.39 GB","3","8 days ago","1","23","Movie"
"Gator 1976 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:de8bda892ff25fe52b74401998de2de73e2623f2&dn=Gator 1976 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.22 GB","3","8 days ago","1","29","Movie"
"Social Nightmare 2013 1080p BluRay H264 AAC RARBG (1)","magnet:?xt=urn:btih:9a6aeea1cbc9f01ea994998cd4793faa193b01db&dn=Social Nightmare 2013 1080p BluRay H264 AAC RARBG (1)&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.74 GB","2","8 days ago","1","26","Movie"
"Solo A Star Wars Story (2018) x 804 (1080p) 5 1 - 2 0 x264 Phun Psyz","magnet:?xt=urn:btih:0d3053bc0565327b93d6890c7cf9ceb91ad31a4f&dn=Solo A Star Wars Story (2018) x 804 (1080p) 5 1 - 2 0 x264 Phun Psyz&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.27 GB","1","8 days ago","19","7","Movie"
"Tropical Inferno 1978 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:129ed3515d642040a4c54adb9ee680f34e528b80&dn=Tropical Inferno 1978 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","964.27 MB","2","8 days ago","12","10","Movie"
"Tropical Inferno 1978 1080p BluRay H264 AAC RARBG (1)","magnet:?xt=urn:btih:b4cc7aa85394ca77f5003a3444424260e88f2815&dn=Tropical Inferno 1978 1080p BluRay H264 AAC RARBG (1)&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.48 GB","2","8 days ago","20","38","Movie"
"Murder On The Home Front 2013 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:4ae7bf5d305f3a3398dfb1a681da419e1af522ac&dn=Murder On The Home Front 2013 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.78 GB","2","8 days ago","2","41","Movie"
"12 OClock Boys 2013 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:5c9c53403e968eee136802a3cc70b3e5bbfe88ea&dn=12 OClock Boys 2013 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","933.37 MB","3","8 days ago","23","7","Movie"
"My Man Godfrey 1936 1080p BluRay x264 SiNNERS","magnet:?xt=urn:btih:d0c0a4a99eccc8ba5dc4628f147b392b8c6fca92&dn=My Man Godfrey 1936 1080p BluRay x264 SiNNERS&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","8.75 GB","3","8 days ago","23","23","Movie"
"Just Like A Woman 2012 720p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:aeece5a8ae3a532f887de4ad20fd032410f176b2&dn=Just Like A Woman 2012 720p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.06 GB","3","8 days ago","30","19","Movie"
"Sordid Lives 2000 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:3cd554eca35b729ae062a353cfb23554195c6c9c&dn=Sordid Lives 2000 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.12 GB","3","8 days ago","11","20","Movie"
"Sharknado 2013 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:43a62bbfb6e0b3569401daf981b5ee3b42509799&dn=Sharknado 2013 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.66 GB","2","8 days ago","24","23","Movie"
"Deliverance 1972 1080p BluRay H264 AAC RARBG","magnet:?xt=urn:btih:6d0b3bfd1899738117c830915b3b23918718a9ee&dn=Deliverance 1972 1080p BluRay H264 AAC RARBG&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.08 GB","3","8 days ago","63","26","Movie"
